<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EEIQ.US,D,20210326,000000,17.86,35.2,13.5,15.5,16620979,0
EEIQ.US,D,20210329,000000,22.4,28,17.3,18.54,5168894,0
EEIQ.US,D,20210330,000000,15.5,16.1,11.82,11.95,2000456,0
EEIQ.US,D,20210331,000000,11.25,15.5,11.12,12.5,5929471,0
EEIQ.US,D,20210401,000000,12.36,13.28,11.53,11.91,2475829,0
EEIQ.US,D,20210405,000000,11.83,11.8726,8.541,8.8,845949,0
EEIQ.US,D,20210406,000000,9.7222,10.33,8.32,8.51,1885902,0
EEIQ.US,D,20210407,000000,7.97,7.99,6.81,7.58,1158244,0
EEIQ.US,D,20210408,000000,7.17,10.28,6.92,7.99,5721689,0
EEIQ.US,D,20210409,000000,7.99,8.16,7.41,7.68,770237,0
EEIQ.US,D,20210412,000000,7.35,7.5,6.43,6.53,612406,0
EEIQ.US,D,20210413,000000,6.31,6.5379,5.88,6.07,440347,0
EEIQ.US,D,20210414,000000,5.86,6.2,5.58,5.78,807403,0
EEIQ.US,D,20210415,000000,5.55,7.62,5.55,6.6,4954878,0
EEIQ.US,D,20210416,000000,6.0451,6.81,5.85,6.18,820548,0
EEIQ.US,D,20210419,000000,6.03,6.38,5.7,5.89,684435,0
EEIQ.US,D,20210420,000000,5.7,5.83,5.2,5.28,508077,0
EEIQ.US,D,20210421,000000,5.15,5.52,5.14,5.42,434645,0
EEIQ.US,D,20210422,000000,5.4,5.74,5.19,5.28,452536,0
EEIQ.US,D,20210423,000000,5.19,5.48,5.13,5.3,577612,0
EEIQ.US,D,20210426,000000,5.3,6,5.14,5.7,1029004,0
EEIQ.US,D,20210427,000000,5.62,8.72,5.41,6.91,5490353,0
EEIQ.US,D,20210428,000000,6.79,7.29,6.11,6.32,1325690,0
EEIQ.US,D,20210429,000000,6.17,7.45,6.17,6.47,3221060,0
EEIQ.US,D,20210430,000000,6.3,6.48,6.08,6.19,516787,0
EEIQ.US,D,20210503,000000,6.1,6.93,5.73,6.41,1221427,0
EEIQ.US,D,20210504,000000,6.05,6.14,5.75,5.93,360548,0
EEIQ.US,D,20210505,000000,5.75,6.29,5.71,5.87,549994,0
EEIQ.US,D,20210506,000000,5.75,6.09,5.31,5.48,344946,0
EEIQ.US,D,20210507,000000,5.39,5.7899,5.3101,5.43,313075,0
EEIQ.US,D,20210510,000000,5.45,5.54,5.01,5.22,290258,0
EEIQ.US,D,20210511,000000,4.8,5.46,4.72,5.27,355096,0
EEIQ.US,D,20210512,000000,5.08,5.26,4.9201,5.08,327325,0
EEIQ.US,D,20210513,000000,5.01,5.2037,4.73,4.93,203514,0
EEIQ.US,D,20210514,000000,4.87,5.23,4.82,5.03,281665,0
EEIQ.US,D,20210517,000000,4.97,5.47,4.97,5.35,303721,0
EEIQ.US,D,20210518,000000,5.12,5.3499,5.005,5.25,161808,0
EEIQ.US,D,20210519,000000,5.01,5.24,4.8,4.95,178595,0
EEIQ.US,D,20210520,000000,4.89,5.0301,4.73,4.87,367957,0
EEIQ.US,D,20210521,000000,4.9,5.75,4.9,5.06,3029727,0
EEIQ.US,D,20210524,000000,4.95,5.25,4.9,4.98,469023,0
EEIQ.US,D,20210525,000000,5.01,5.19,4.9,4.93,255538,0
EEIQ.US,D,20210526,000000,4.92,5.07,4.82,4.89,462064,0
EEIQ.US,D,20210527,000000,4.92,5.18,4.84,4.92,352452,0
EEIQ.US,D,20210528,000000,4.87,5.08,4.81,4.81,808790,0
EEIQ.US,D,20210601,000000,4.96,5,4.74,4.77,355261,0
EEIQ.US,D,20210602,000000,4.9,4.99,4.74,4.8,500606,0
EEIQ.US,D,20210603,000000,4.72,4.9,4.65,4.78,595218,0
EEIQ.US,D,20210604,000000,4.81,4.87,4.7,4.75,385400,0
EEIQ.US,D,20210607,000000,4.78,5.07,4.78,5.07,253302,0
EEIQ.US,D,20210608,000000,5.19,5.72,5.0101,5.11,2204266,0
EEIQ.US,D,20210609,000000,5.15,5.4,5.09,5.19,504529,0
EEIQ.US,D,20210610,000000,5.2,5.42,5.01,5.1,351732,0
EEIQ.US,D,20210611,000000,5.11,5.18,4.95,5.05,137658,0
EEIQ.US,D,20210614,000000,5,6.29,4.95,5.33,4135869,0
EEIQ.US,D,20210615,000000,5.26,5.33,4.7735,4.81,421820,0
EEIQ.US,D,20210616,000000,4.84,4.93,4.81,4.87,157958,0
EEIQ.US,D,20210617,000000,4.9,4.9,4.73,4.77,95131,0
EEIQ.US,D,20210618,000000,4.77,5.19,4.66,4.7,2045166,0
EEIQ.US,D,20210621,000000,4.68,4.89,4.62,4.79,319657,0
EEIQ.US,D,20210622,000000,4.71,4.93,4.67,4.91,370641,0
EEIQ.US,D,20210623,000000,4.93,5.155,4.8185,4.95,421367,0
EEIQ.US,D,20210624,000000,5.06,5.13,4.9,4.93,554713,0
EEIQ.US,D,20210625,000000,5.03,5.0699,4.8701,4.89,142556,0
EEIQ.US,D,20210628,000000,4.96,4.99,4.8,4.97,105965,0
EEIQ.US,D,20210629,000000,4.87,5,4.81,4.96,186812,0
EEIQ.US,D,20210630,000000,4.89,5.29,4.89,5.16,571762,0
EEIQ.US,D,20210701,000000,5.12,5.13,4.9543,5.05,68753,0
EEIQ.US,D,20210702,000000,4.92,5.0159,4.87,4.95,51667,0
EEIQ.US,D,20210706,000000,4.79,4.85,4.72,4.84,86881,0
